country,updated,confirmed,deaths,recovered
Japan,3/9/20,33,1,0
Japan,3/10/20,26,2,0
Japan,3/11/20,54,3,0
Japan,3/12/20,51,3,0
Japan,3/13/20,56,4,0
Japan,3/14/20,62,2,0
Japan,3/15/20,43,1,0
Japan,3/16/20,34,2,0
Japan,3/17/20,10,4,0
Japan,3/18/20,5,0,0
Japan,3/19/20,44,1,0
Japan,3/20/20,77,4,0
Japan,3/21/20,57,2,0
Japan,3/22/20,39,1,0
Japan,3/23/20,43,5,0
Japan,3/24/20,39,1,0
Japan,3/25/20,65,1,0
Japan,3/26/20,75,2,0
Japan,3/27/20,96,1,0
Japan,3/28/20,135,3,0
Japan,3/29/20,194,3,0
Japan,3/30/20,173,2,0
Japan,3/31/20,87,2,0
Japan,4/1/20,0,0,0
Japan,4/2/20,225,1,0
Japan,4/3/20,439,6,0
Japan,4/4/20,318,6,0
Japan,4/5/20,336,1,0
Japan,4/6/20,383,3,0
Japan,4/7/20,163,7,0
Japan,4/8/20,89,0,0
Japan,4/9/20,351,1,0
Japan,4/10/20,410,4,0
Japan,4/11/20,680,3,0
Japan,4/12/20,1401,10,0
Japan,4/13/20,507,4,0
Japan,4/14/20,390,7,0
Japan,4/15/20,455,10,0
Japan,4/16/20,482,17,0
Japan,4/17/20,585,12,0
Japan,4/18/20,628,6,0
Japan,4/19/20,566,7,0
Japan,4/20/20,390,10,0
Japan,4/21/20,367,15,0
Japan,4/22/20,378,0,0
Japan,4/23/20,276,101,0
Japan,4/24/20,468,30,0
Japan,4/25/20,652,17,0
Japan,4/26/20,290,14,0
Mexico,2/29/20,2,0,0
Mexico,3/1/20,2,0,0
Mexico,3/2/20,1,0,0
Mexico,3/3/20,0,0,0
Mexico,3/4/20,0,0,0
Mexico,3/5/20,0,0,0
Mexico,3/6/20,0,0,0
Mexico,3/7/20,0,0,0
Mexico,3/8/20,0,0,0
Mexico,3/9/20,2,0,0
Mexico,3/10/20,0,0,0
Mexico,3/11/20,0,0,0
Mexico,3/12/20,4,0,0
Mexico,3/13/20,5,0,0
Mexico,3/14/20,10,0,0
Mexico,3/15/20,15,0,0
Mexico,3/16/20,12,0,0
Mexico,3/17/20,29,0,0
Mexico,3/18/20,11,0,0
Mexico,3/19/20,25,0,0
Mexico,3/20/20,46,0,0
Mexico,3/21/20,39,2,0
Mexico,3/22/20,48,0,0
Mexico,3/23/20,65,0,0
Mexico,3/24/20,51,2,0
Mexico,3/25/20,38,1,0
Mexico,3/26/20,70,0,0
Mexico,3/27/20,110,3,0
Mexico,3/28/20,132,4,0
Mexico,3/29/20,131,4,0
Mexico,3/30/20,145,4,0
Mexico,3/31/20,101,8,0
Mexico,4/1/20,121,1,0
Mexico,4/2/20,163,8,0
Mexico,4/3/20,132,13,0
Mexico,4/4/20,178,10,0
Mexico,4/5/20,202,19,0
Mexico,4/6/20,253,15,0
Mexico,4/7/20,296,31,0
Mexico,4/8/20,346,16,0
Mexico,4/9/20,396,33,0
Mexico,4/10/20,260,20,0
Mexico,4/11/20,403,39,0
Mexico,4/12/20,375,40,0
Mexico,4/13/20,442,23,0
Mexico,4/14/20,353,36,0
Mexico,4/15/20,385,74,0
Mexico,4/16/20,448,43,0
Mexico,4/17/20,450,37,0
Mexico,4/18/20,578,60,0
Mexico,4/19/20,622,104,0
Mexico,4/20/20,764,36,0
Mexico,4/21/20,511,26,0
Mexico,4/22/20,729,145,0
Mexico,4/23/20,1043,113,0
Mexico,4/24/20,1089,99,0
Mexico,4/25/20,1239,152,0
Mexico,4/26/20,970,84,0
New Zealand,2/28/20,1,0,0
New Zealand,2/29/20,0,0,0
New Zealand,3/1/20,0,0,0
New Zealand,3/2/20,0,0,0
New Zealand,3/4/20,1,0,0
New Zealand,3/5/20,1,0,0
New Zealand,3/6/20,1,0,0
New Zealand,3/7/20,1,0,0
New Zealand,3/9/20,0,0,0
New Zealand,3/10/20,0,0,0
New Zealand,3/11/20,0,0,0
New Zealand,3/12/20,0,0,0
New Zealand,3/13/20,0,0,0
New Zealand,3/14/20,1,0,0
New Zealand,3/15/20,2,0,0
New Zealand,3/16/20,0,0,0
New Zealand,3/17/20,0,0,0
New Zealand,3/18/20,12,0,0
New Zealand,3/19/20,8,0,0
New Zealand,3/20/20,11,0,0
New Zealand,3/21/20,14,0,0
New Zealand,3/22/20,13,0,0
New Zealand,3/23/20,36,0,0
New Zealand,3/24/20,40,0,0
New Zealand,3/25/20,47,0,0
New Zealand,3/26/20,73,0,0
New Zealand,3/27/20,76,0,0
New Zealand,3/28/20,78,0,0
New Zealand,3/29/20,60,1,0
New Zealand,3/30/20,76,0,0
New Zealand,3/31/20,95,0,0
New Zealand,4/1/20,0,0,0
New Zealand,4/2/20,76,0,0
New Zealand,4/3/20,49,0,0
New Zealand,4/4/20,52,0,0
New Zealand,4/5/20,48,0,0
New Zealand,4/6/20,39,0,0
New Zealand,4/7/20,32,0,0
New Zealand,4/8/20,26,0,0
New Zealand,4/9/20,23,0,0
New Zealand,4/10/20,23,1,0
New Zealand,4/11/20,20,2,0
New Zealand,4/12/20,14,0,0
New Zealand,4/13/20,15,1,0
New Zealand,4/14/20,8,4,0
New Zealand,4/15/20,6,0,0
New Zealand,4/16/20,6,0,0
New Zealand,4/17/20,2,2,0
New Zealand,4/18/20,8,0,0
New Zealand,4/19/20,4,1,0
New Zealand,4/20/20,7,0,0
New Zealand,4/21/20,2,1,0
New Zealand,4/22/20,5,1,0
New Zealand,4/23/20,0,2,0
New Zealand,4/24/20,2,1,0
New Zealand,4/25/20,3,1,0
New Zealand,4/26/20,4,0,0
